#ZH (ZWA),,,,,,,
#MH,Cross,Total,,Scale,,PDF+?s,
#,Section,up,down,up,down,up,down
#[GeV],[pb],[%],[%],[%],[%],[%],[%]
125.0,0.8830,+4.6,-4.1,+2.7,-1.8,+3.7,-3.7
