#ggF (CPS),,,,,,,
#MH,Cross,Total,,Scale,,PDF+?s,
#,Section,up,down,up,down,up,down
#[GeV],[pb],[%],[%],[%],[%],[%],[%]
125.0,50.35 ,+10.4,-10.0,+7.5,-8.0,+7.2,-6.0
