#VBF (CPS),,,,,,,
#MH,Cross,Total,,Scale,,PDF+?s,
#,Section,up,down,up,down,up,down
#[GeV],[pb],[%],[%],[%],[%],[%],[%]
125.0,4.172,+1.9,-1.5,+0.4,-0.3,+1.9,-1.5
