#mH_GeV 	H_mumu      Err_Hi  Err_Lo
228.0	6.00E-07	+2.61	-2.58
230.0	5.82E-07	+2.59	-2.61
232.0	5.65E-07	+2.60	-2.59
234.0	5.49E-07	+2.60	-2.60
236.0	5.33E-07	+2.59	-2.61
238.0	5.19E-07	+2.61	-2.61
240.0	5.04E-07	+2.59	-2.61
242.0	4.91E-07	+2.62	-2.59
244.0	4.78E-07	+2.62	-2.62
246.0	4.65E-07	+2.60	-2.62
248.0	4.53E-07	+2.60	-2.60
250.0	4.42E-07	+2.61	-2.60
252.0	4.30E-07	+2.61	-2.58
254.0	4.20E-07	+2.61	-2.58
256.0	4.10E-07	+2.59	-2.61
258.0	4.00E-07	+2.59	-2.62
260.0	3.90E-07	+2.60	-2.59
262.0	3.81E-07	+2.60	-2.59
264.0	3.72E-07	+2.60	-2.59
266.0	3.63E-07	+2.63	-2.60
268.0	3.55E-07	+2.61	-2.60
270.0	3.47E-07	+2.61	-2.60
272.0	3.39E-07	+2.61	-2.60
274.0	3.32E-07	+2.58	-2.61
276.0	3.25E-07	+2.58	-2.61
278.0	3.18E-07	+2.61	-2.58
280.0	3.11E-07	+2.58	-2.61
282.0	3.05E-07	+2.59	-2.61
284.0	2.98E-07	+2.59	-2.61
286.0	2.92E-07	+2.59	-2.62
288.0	2.86E-07	+2.59	-2.62
290.0	2.80E-07	+2.63	-2.58
292.0	2.75E-07	+2.59	-2.60
294.0	2.70E-07	+2.59	-2.60
296.0	2.64E-07	+2.59	-2.58
298.0	2.59E-07	+2.61	-2.59
300.0	2.54E-07	+2.59	-2.60
305.0	2.43E-07	+2.57	-2.60
310.0	2.32E-07	+2.62	-2.56
315.0	2.22E-07	+2.56	-2.58
320.0	2.12E-07	+2.70	-2.53
325.0	2.03E-07	+2.54	-2.55
330.0	1.95E-07	+2.55	-2.51
335.0	1.87E-07	+2.52	-2.51
340.0	1.80E-07	+2.66	-2.54
345.0	1.74E-07	+2.52	-4.07
350.0	1.65E-07	+4.11	-4.94
360.0	1.47E-07	+5.19	-5.09
370.0	1.31E-07	+5.16	-5.03
380.0	1.18E-07	+5.02	-4.84
390.0	1.07E-07	+4.89	-4.66
400.0	9.83E-08	+4.64	-4.48
420.0	8.41E-08	+4.28	-4.20
440.0	7.35E-08	+4.05	-3.93
450.0	6.91E-08	+3.92	-3.82
460.0	6.52E-08	+3.83	-3.71
480.0	5.85E-08	+3.66	-3.55
500.0	5.30E-08	+4.09	-3.98
520.0	4.84E-08	+4.14	-4.09
540.0	4.45E-08	+4.41	-4.32
550.0	4.27E-08	+4.50	-4.45
560.0	4.11E-08	+4.65	-4.55
580.0	3.81E-08	+4.90	-4.87
600.0	3.54E-08	+5.21	-5.04
620.0	3.30E-08	+5.41	-5.36
640.0	3.09E-08	+5.78	-5.67
650.0	2.99E-08	+5.97	-5.81
660.0	2.90E-08	+6.16	-5.99
680.0	2.72E-08	+6.56	-6.29
700.0	2.56E-08	+6.98	-6.67
720.0	2.41E-08	+7.46	-7.09
740.0	2.27E-08	+7.96	-7.52
750.0	2.20E-08	+8.26	-7.78
760.0	2.14E-08	+8.53	-8.01
780.0	2.02E-08	+9.18	-8.52
800.0	1.91E-08	+9.87	-9.14
820.0	1.81E-08	+10.66	-9.68
840.0	1.71E-08	+11.45	-10.36
850.0	1.66E-08	+11.95	-10.68
860.0	1.62E-08	+12.45	-10.99
880.0	1.53E-08	+13.41	-11.71
900.0	1.45E-08	+14.62	-12.43
920.0	1.38E-08	+15.78	-13.26
940.0	1.30E-08	+17.16	-14.11
950.0	1.27E-08	+17.92	-14.48
960.0	1.23E-08	+18.69	-14.92
980.0	1.17E-08	+20.22	-15.87
1000.0	1.11E-08	+22.03	-16.86
