#WH (ZWA),,,,,,,
#MH,Cross,Total,,Scale,,PDF+?s,
#,Section,up,down,up,down,up,down
#[GeV],[pb],[%],[%],[%],[%],[%],[%]
125.0,1.504,+4.1,-4.4,+0.3,-0.6,+3.8,-3.8
